setCount,objectCount,sensitivity,useClustering,useType,useId,runtime,confidence
100,2,0.25,1,1,1,0,0.99
100,2,0.5,1,0,0,4.03,0.99
100,2,0.5,1,1,0,0,0.99
100,2,0.5,1,0,1,0,0.99
100,2,0.5,1,1,1,0,0.99
100,2,1,1,0,0,4.04,0.99
100,2,1,1,1,0,0,0.99
100,2,1,1,0,1,0,0.99
100,2,1,1,1,1,0,0.99
100,1,0.015625,1,0,0,0,0.99
100,1,0.015625,1,1,0,0,0.99
100,1,0.015625,1,0,1,0,0.99
100,1,0.015625,1,1,1,0,0.99
100,1,0.03125,1,0,0,0,0.99
100,1,0.03125,1,1,0,0,0.99
100,1,0.03125,1,0,1,0,0.99
100,1,0.03125,1,1,1,0,0.99
100,1,0.0625,1,0,0,0,0.99
100,1,0.0625,1,1,0,0,0.99
100,1,0.0625,1,0,1,0,0.99
100,1,0.0625,1,1,1,0,0.99
100,1,0.125,1,0,0,0,0.99
100,1,0.125,1,1,0,0,0.99
100,1,0.125,1,0,1,0,0.99
100,1,0.125,1,1,1,0,0.99
100,1,0.25,1,0,0,0,0.99
100,1,0.25,1,1,0,0,0.99
100,1,0.25,1,0,1,0,0.99
100,1,0.25,1,1,1,0,0.99
100,1,0.5,1,0,0,0,0.99
100,1,0.5,1,1,0,0,0.99
100,1,0.5,1,0,1,0,0.99
100,1,0.5,1,1,1,0,0.99
100,1,1,1,0,0,0,0.99
100,1,1,1,1,0,0,0.99
100,1,1,1,0,1,0,0.99
100,1,1,1,1,1,0,0.99
10,6,0.015625,0,0,0,0.9,0.9
10,6,0.015625,0,1,0,0,0.9
10,6,0.015625,0,0,1,0,0.9
10,6,0.015625,0,1,1,0,0.9
10,6,0.03125,0,0,0,0.9,0.9
10,6,0.03125,0,1,0,0,0.9
10,6,0.03125,0,0,1,0,0.9
10,6,0.03125,0,1,1,0,0.9
10,6,0.0625,0,0,0,0.9,0.9
10,6,0.0625,0,1,0,0,0.9
10,6,0.0625,0,0,1,0,0.9
10,6,0.0625,0,1,1,0,0.9
10,6,0.125,0,0,0,0.9,0.9
10,6,0.125,0,1,0,0,0.9
10,6,0.125,0,0,1,0,0.9
10,6,0.125,0,1,1,0,0.9
10,6,0.25,0,0,0,1.8,0.9
10,6,0.25,0,1,0,0,0.9
10,6,0.25,0,0,1,0.9,0.9
10,6,0.25,0,1,1,0,0.9
10,6,0.5,0,0,0,0.9,0.9
10,6,0.5,0,1,0,0,0.9
10,6,0.5,0,0,1,0.9,0.9
10,6,0.5,0,1,1,0,0.9
10,6,1,0,0,0,0.9,0.9
10,6,1,0,1,0,0,0.9
10,6,1,0,0,1,0.9,0.9
10,6,1,0,1,1,0,0.9
10,5,0.015625,0,0,0,0.3,0.9
10,5,0.015625,0,1,0,0,0.9
10,5,0.015625,0,0,1,0,0.9
10,5,0.015625,0,1,1,0,0.9
10,5,0.03125,0,0,0,0,0.9
10,5,0.03125,0,1,0,0,0.9
10,5,0.03125,0,0,1,0,0.9
10,5,0.03125,0,1,1,0,0.9
10,5,0.0625,0,0,0,0.9,0.9
10,5,0.0625,0,1,0,0,0.9
10,5,0.0625,0,0,1,0,0.9
10,5,0.0625,0,1,1,0,0.9
10,5,0.125,0,0,0,0.9,0.9
10,5,0.125,0,1,0,0,0.9
10,5,0.125,0,0,1,0,0.9
10,5,0.125,0,1,1,0,0.9
10,5,0.25,0,0,0,0.9,0.9
10,5,0.25,0,1,0,0,0.9
10,5,0.25,0,0,1,0,0.9
10,5,0.25,0,1,1,0,0.9
10,5,0.5,0,0,0,0.9,0.9
10,5,0.5,0,1,0,0,0.9
10,5,0.5,0,0,1,0,0.9
10,5,0.5,0,1,1,0,0.9
10,5,1,0,0,0,0.9,0.9
10,5,1,0,1,0,0,0.9
10,5,1,0,0,1,0,0.9
10,5,1,0,1,1,0,0.9
10,4,0.015625,0,0,0,0,0.9
10,4,0.015625,0,1,0,0,0.9
10,4,0.015625,0,0,1,0,0.9
10,4,0.015625,0,1,1,0,0.9
10,4,0.03125,0,0,0,0,0.9
10,4,0.03125,0,1,0,0,0.9
10,4,0.03125,0,0,1,0,0.9
10,4,0.03125,0,1,1,0,0.9
10,4,0.0625,0,0,0,0,0.9
10,4,0.0625,0,1,0,0,0.9
10,4,0.0625,0,0,1,0,0.9
10,4,0.0625,0,1,1,0,0.9
10,4,0.125,0,0,0,0,0.9
10,4,0.125,0,1,0,0,0.9
10,4,0.125,0,0,1,0,0.9
10,4,0.125,0,1,1,0,0.9
10,4,0.25,0,0,0,0.9,0.9
10,4,0.25,0,1,0,0,0.9
10,4,0.25,0,0,1,0,0.9
10,4,0.25,0,1,1,0,0.9
10,4,0.5,0,0,0,0.9,0.9
10,4,0.5,0,1,0,0,0.9
10,4,0.5,0,0,1,0,0.9
10,4,0.5,0,1,1,0,0.9
10,4,1,0,0,0,0.9,0.9
10,4,1,0,1,0,0,0.9
10,4,1,0,0,1,0,0.9
10,4,1,0,1,1,0,0.9
10,3,0.015625,0,0,0,0,0.9
10,3,0.015625,0,1,0,0,0.9
10,3,0.015625,0,0,1,0,0.9
10,3,0.015625,0,1,1,0,0.9
10,3,0.03125,0,0,0,0,0.9
10,3,0.03125,0,1,0,0,0.9
10,3,0.03125,0,0,1,0,0.9
10,3,0.03125,0,1,1,0,0.9
10,3,0.0625,0,0,0,0,0.9
10,3,0.0625,0,1,0,0,0.9
10,3,0.0625,0,0,1,0,0.9
10,3,0.0625,0,1,1,0,0.9
10,3,0.125,0,0,0,0,0.9
10,3,0.125,0,1,0,0,0.9
10,3,0.125,0,0,1,0,0.9
10,3,0.125,0,1,1,0,0.9
10,3,0.25,0,0,0,0,0.9
10,3,0.25,0,1,0,0,0.9
10,3,0.25,0,0,1,0,0.9
10,3,0.25,0,1,1,0,0.9
10,3,0.5,0,0,0,0,0.9
10,3,0.5,0,1,0,0,0.9
10,3,0.5,0,0,1,0,0.9
10,3,0.5,0,1,1,0,0.9
10,3,1,0,0,0,0,0.9
10,3,1,0,1,0,0,0.9
10,3,1,0,0,1,0,0.9
10,3,1,0,1,1,0,0.9
10,2,0.015625,0,0,0,0,0.9
10,2,0.015625,0,1,0,0,0.9
10,2,0.015625,0,0,1,0,0.9
10,2,0.015625,0,1,1,0,0.9
10,2,0.03125,0,0,0,0,0.9
10,2,0.03125,0,1,0,0,0.9
10,2,0.03125,0,0,1,0,0.9
10,2,0.03125,0,1,1,0,0.9
10,2,0.0625,0,0,0,0,0.9
10,2,0.0625,0,1,0,0,0.9
10,2,0.0625,0,0,1,0,0.9
10,2,0.0625,0,1,1,0,0.9
10,2,0.125,0,0,0,0,0.9
10,2,0.125,0,1,0,0,0.9
10,2,0.125,0,0,1,0,0.9
10,2,0.125,0,1,1,0,0.9
10,2,0.25,0,0,0,0,0.9
10,2,0.25,0,1,0,0,0.9
10,2,0.25,0,0,1,0,0.9
10,2,0.25,0,1,1,0,0.9
10,2,0.5,0,0,0,0,0.9
10,2,0.5,0,1,0,0,0.9
10,2,0.5,0,0,1,0,0.9
10,2,0.5,0,1,1,0,0.9
10,2,1,0,0,0,0,0.9
10,2,1,0,1,0,0,0.9
10,2,1,0,0,1,0,0.9
10,2,1,0,1,1,0,0.9
10,1,0.015625,0,0,0,0,0.9
10,1,0.015625,0,1,0,0,0.9
10,1,0.015625,0,0,1,0,0.9
10,1,0.015625,0,1,1,0,0.9
10,1,0.03125,0,0,0,0,0.9
10,1,0.03125,0,1,0,0,0.9
10,1,0.03125,0,0,1,0,0.9
10,1,0.03125,0,1,1,0,0.9
10,1,0.0625,0,0,0,0,0.9
10,1,0.0625,0,1,0,0,0.9
10,1,0.0625,0,0,1,0,0.9
10,1,0.0625,0,1,1,0,0.9
10,1,0.125,0,0,0,0,0.9
10,1,0.125,0,1,0,0,0.9
10,1,0.125,0,0,1,0,0.9
10,1,0.125,0,1,1,0,0.9
10,1,0.25,0,0,0,0,0.9
10,1,0.25,0,1,0,0,0.9
10,1,0.25,0,0,1,0,0.9
10,1,0.25,0,1,1,0,0.9
10,1,0.5,0,0,0,0,0.9
10,1,0.5,0,1,0,0,0.9
10,1,0.5,0,0,1,0,0.9
10,1,0.5,0,1,1,0,0.9
10,1,1,0,0,0,0,0.9
10,1,1,0,1,0,0,0.9
10,1,1,0,0,1,0,0.9
10,1,1,0,1,1,0,0.9
10,6,0.015625,1,0,0,7.7,0.9
10,6,0.015625,1,1,0,0.9,0.9
10,6,0.015625,1,0,1,4.5,0.9
10,6,0.015625,1,1,1,0.9,0.9
10,6,0.03125,1,0,0,7.1,0.9
10,6,0.03125,1,1,0,0.9,0.9
10,6,0.03125,1,0,1,4.4,0.9
10,6,0.03125,1,1,1,0.9,0.9
10,6,0.0625,1,0,0,7.2,0.9
10,6,0.0625,1,1,0,0.9,0.9
10,6,0.0625,1,0,1,3.6,0.9
10,6,0.0625,1,1,1,0.9,0.9
10,6,0.125,1,0,0,8.1,0.9
10,6,0.125,1,1,0,0.9,0.9
10,6,0.125,1,0,1,4.4,0.9
10,6,0.125,1,1,1,0.9,0.9
10,6,0.25,1,0,0,9,0.9
10,6,0.25,1,1,0,0.9,0.9
10,6,0.25,1,0,1,5.4,0.9
10,6,0.25,1,1,1,0.9,0.9
10,6,0.5,1,0,0,5.7,0.9
10,6,0.5,1,1,0,0.9,0.9
10,6,0.5,1,0,1,6.3,0.9
10,6,0.5,1,1,1,0.9,0.9
10,6,1,1,0,0,5.4,0.9
10,6,1,1,1,0,0.9,0.9
10,6,1,1,0,1,5.4,0.9
10,6,1,1,1,1,0.9,0.9
10,5,0.015625,1,0,0,3.7,0.9
10,5,0.015625,1,1,0,0.8,0.9
10,5,0.015625,1,0,1,1.8,0.9
10,5,0.015625,1,1,1,0.8,0.9
10,5,0.03125,1,0,0,2.7,0.9
10,5,0.03125,1,1,0,0,0.9
10,5,0.03125,1,0,1,1.8,0.9
10,5,0.03125,1,1,1,0,0.9
10,5,0.0625,1,0,0,3.5,0.9
10,5,0.0625,1,1,0,0,0.9
10,5,0.0625,1,0,1,1.8,0.88
10,5,0.0625,1,1,1,0,0.9
10,5,0.125,1,0,0,3.2,0.9
10,5,0.125,1,1,0,0,0.9
10,5,0.125,1,0,1,1.8,0.88
10,5,0.125,1,1,1,0.1,0.9
10,5,0.25,1,0,0,3.8,0.9
10,5,0.25,1,1,0,0,0.9
10,5,0.25,1,0,1,1.8,0.9
10,5,0.25,1,1,1,0.1,0.9
10,5,0.5,1,0,0,2.5,0.9
10,5,0.5,1,1,0,0,0.9
10,5,0.5,1,0,1,2,0.9
10,5,0.5,1,1,1,0,0.9
10,5,1,1,0,0,2.5,0.9
10,5,1,1,1,0,0,0.9
10,5,1,1,0,1,1.8,0.9
10,5,1,1,1,1,0,0.9
10,4,0.015625,1,0,0,1.9,0.9
10,4,0.015625,1,1,0,0,0.9
10,4,0.015625,1,0,1,0.9,0.9
10,4,0.015625,1,1,1,0,0.9
10,4,0.03125,1,0,0,1.8,0.9
10,4,0.03125,1,1,0,0,0.9
10,4,0.03125,1,0,1,1,0.9
10,4,0.03125,1,1,1,0,0.9
10,4,0.0625,1,0,0,1.9,0.9
10,4,0.0625,1,1,0,0,0.9
10,4,0.0625,1,0,1,1,0.9
10,4,0.0625,1,1,1,0,0.9
10,4,0.125,1,0,0,1.8,0.9
10,4,0.125,1,1,0,0,0.9
10,4,0.125,1,0,1,1,0.9
10,4,0.125,1,1,1,0,0.9
10,4,0.25,1,0,0,2,0.9
10,4,0.25,1,1,0,0,0.9
10,4,0.25,1,0,1,1,0.9
10,4,0.25,1,1,1,0,0.9
10,4,0.5,1,0,0,1.6,0.9
10,4,0.5,1,1,0,0,0.9
10,4,0.5,1,0,1,1,0.9
10,4,0.5,1,1,1,0,0.9
10,4,1,1,0,0,1.6,0.9
10,4,1,1,1,0,0,0.9
10,4,1,1,0,1,1,0.9
10,4,1,1,1,1,0,0.9
10,3,0.015625,1,0,0,0.5,0.9
10,3,0.015625,1,1,0,0,0.9
10,3,0.015625,1,0,1,0.1,0.9
10,3,0.015625,1,1,1,0,0.9
10,3,0.03125,1,0,0,0.1,0.9
10,3,0.03125,1,1,0,0,0.9
10,3,0.03125,1,0,1,0,0.9
10,3,0.03125,1,1,1,0,0.9
10,3,0.0625,1,0,0,0,0.9
10,3,0.0625,1,1,0,0,0.9
10,3,0.0625,1,0,1,0,0.9
10,3,0.0625,1,1,1,0,0.9
10,3,0.125,1,0,0,0,0.9
10,3,0.125,1,1,0,0,0.9
10,3,0.125,1,0,1,0,0.9
10,3,0.125,1,1,1,0,0.9
10,3,0.25,1,0,0,0.2,0.9
10,3,0.25,1,1,0,0,0.9
10,3,0.25,1,0,1,0.1,0.9
10,3,0.25,1,1,1,0,0.9
10,3,0.5,1,0,0,0,0.9
10,3,0.5,1,1,0,0,0.9
10,3,0.5,1,0,1,0,0.9
10,3,0.5,1,1,1,0,0.9
10,3,1,1,0,0,0,0.9
10,3,1,1,1,0,0,0.9
10,3,1,1,0,1,0,0.9
10,3,1,1,1,1,0,0.9
10,2,0.015625,1,0,0,0,0.9
10,2,0.015625,1,1,0,0,0.9
10,2,0.015625,1,0,1,0,0.9
10,2,0.015625,1,1,1,0,0.9
10,2,0.03125,1,0,0,0,0.9
10,2,0.03125,1,1,0,0,0.9
10,2,0.03125,1,0,1,0,0.9
10,2,0.03125,1,1,1,0,0.9
10,2,0.0625,1,0,0,0,0.9
10,2,0.0625,1,1,0,0,0.9
10,2,0.0625,1,0,1,0,0.9
10,2,0.0625,1,1,1,0,0.9
10,2,0.125,1,0,0,0,0.9
10,2,0.125,1,1,0,0,0.9
10,2,0.125,1,0,1,0,0.9
10,2,0.125,1,1,1,0,0.9
10,2,0.25,1,0,0,0,0.9
10,2,0.25,1,1,0,0,0.9
10,2,0.25,1,0,1,0,0.9
10,2,0.25,1,1,1,0.1,0.9
10,2,0.5,1,0,0,0,0.9
10,2,0.5,1,1,0,0,0.9
10,2,0.5,1,0,1,0,0.9
10,2,0.5,1,1,1,0,0.9
10,2,1,1,0,0,0,0.9
10,2,1,1,1,0,0,0.9
10,2,1,1,0,1,0,0.9
10,2,1,1,1,1,0,0.9
10,1,0.015625,1,0,0,0,0.9
10,1,0.015625,1,1,0,0,0.9
10,1,0.015625,1,0,1,0,0.9
10,1,0.015625,1,1,1,0,0.9
10,1,0.03125,1,0,0,0,0.9
10,1,0.03125,1,1,0,0,0.9
10,1,0.03125,1,0,1,0,0.9
10,1,0.03125,1,1,1,0,0.9
10,1,0.0625,1,0,0,0,0.9
10,1,0.0625,1,1,0,0,0.9
10,1,0.0625,1,0,1,0,0.9
10,1,0.0625,1,1,1,0,0.9
10,1,0.125,1,0,0,0,0.9
10,1,0.125,1,1,0,0,0.9
10,1,0.125,1,0,1,0,0.9
10,1,0.125,1,1,1,0,0.9
10,1,0.25,1,0,0,0,0.9
10,1,0.25,1,1,0,0,0.9
10,1,0.25,1,0,1,0,0.9
10,1,0.25,1,1,1,0,0.9
10,1,0.5,1,0,0,0,0.9
10,1,0.5,1,1,0,0,0.9
10,1,0.5,1,0,1,0,0.9
10,1,0.5,1,1,1,0,0.9
10,1,1,1,0,0,0,0.9
10,1,1,1,1,0,0,0.9
10,1,1,1,0,1,0,0.9
10,1,1,1,1,1,0,0.9
